495810,100,0.39
459675,50,0.39
324619,100,0.3
282552,50,0.2
621001,50,0.39
347958,400,1.72
449702,50,0.59
288084,50,0.2
149007,50,0.2
189138,50,0.2
256172,100,0.3
429221,50,0.2
437302,50,0.2
571125,30,0.05
419253,100,0.2
336207,100,0.39
349744,100,0.3
686723,5,0.03
452684,50,0.2
534304,10,0.05
93892,50,0.3
546004,100,0.39
233138,50,0.2
601533,50,0.2
640325,100,0.39
178822,50,0.2
123653,100,0.3
389534,100,0.59
235766,100,0.49
685525,100,0.39
484837,5,0.03
123598,100,0.59
192158,50,0.2
451048,50,0.2
547671,100,0.3
209395,100,0.3
628681,100,0.3
627466,100,0.39
274076,50,0.59
165471,100,0.3
236763,100,0.3
554220,50,0.2
284635,5,0.03
387204,50,0.49
443046,100,0.2
617069,100,0.2
228479,100,0.49
192412,50,0.2
595453,100,0.1
343664,5,0.03
343559,100,0.39
500762,100,0.39
286096,100,0.3
266618,100,0.3
401082,10,0.05
146709,50,0.2
444031,100,0.25
120034,50,0.39
352128,50,0.2
239437,50,0.39
126836,100,0.3
110582,50,0.2
293261,100,0.3
461792,50,0.2
560010,100,0.49
375324,50,0.2
415593,100,0.2
127834,75,0.1
185752,100,0.2
611991,100,0.39
414570,100,0.3
591796,5,0.03
508180,50,0.2
371875,50,0.2
509963,100,0.3
551145,100,0.39
366657,50,0.39
595483,100,0.39
347540,100,0.3
400537,50,0.2
527249,50,0.2
625855,100,0.39
159652,50,0.2
451044,400,1.72
168359,100,0.49
118006,100,0.1
607801,100,0.39
401746,100,0.49
568994,100,0.39
308169,100,0.39
567159,100,0.39
644512,100,0.39
592798,50,0.3
212711,50,0.2
398051,50,0.3
616905,100,0.2
191738,400,1.72
401020,50,0.59
359129,100,0.2
418049,100,0.3
