417863,100,0.2
659173,100,0.39
333918,100,0.3
133264,100,0.59
221227,100,0.49
333328,100,0.3
331958,100,0.59
535658,50,0.39
261049,100,0.2
534764,100,0.3
283496,5,0.03
348637,50,0.39
564661,50,0.39
419511,100,0.2
589100,50,0.2
306327,50,0.39
617219,100,0.49
598994,50,0.2
422805,50,0.2
635985,50,0.2
133353,50,0.39
645666,100,0.3
473375,50,0.2
432598,50,0.2
561746,50,0.3
580282,100,0.3
475084,100,0.39
674910,50,0.15
110430,100,0.3
596437,100,0.3
618770,100,0.49
281954,50,0.59
212331,100,0.49
609580,100,0.79
403806,50,0.2
266518,100,0.1
555018,100,0.59
95700,100,0.49
377875,50,0.2
472327,75,0.1
426206,100,0.3
358979,100,0.39
547043,5,0.03
284406,100,0.39
185689,100,0.2
550772,30,0.05
450694,50,0.2
290352,50,0.2
325760,100,0.3
277858,50,0.2
327347,50,0.2
212421,100,0.3
480029,50,0.39
601648,50,0.2
309950,100,0.2
551448,100,0.39
398144,100,0.49
499413,100,0.39
209737,100,0.3
479010,100,0.3
358688,100,0.59
422231,10,0.05
115568,100,0.49
219817,100,0.49
652871,10,0.05
298299,100,0.3
422451,100,0.59
165230,100,0.39
105042,50,0.39
207017,50,0.2
273185,50,0.2
688501,50,0.15
366967,50,0.2
109025,50,0.39
92065,50,0.2
690283,100,0.3
446679,50,0.39
243603,100,0.2
98452,5,0.03
173359,400,1.72
314129,100,0.39
686356,100,0.1
241360,50,0.15
236175,100,0.39
352093,50,0.59
455713,50,0.59
573507,30,0.05
159668,50,0.39
498163,50,0.2
277791,100,0.59
386431,50,0.59
137632,100,0.49
282960,50,0.39
218325,10,0.05
227396,100,0.59
672716,100,0.39
297980,100,0.49
201643,50,0.2
218137,100,0.49
606606,100,0.39
507738,50,0.39
357005,100,0.2
685854,100,0.3
612227,50,0.39
637231,50,0.2
376118,100,0.3
606693,100,0.59
232445,100,0.35
668820,100,0.49
473839,50,0.49
86745,50,0.2
521645,100,0.39
539429,50,0.39
419217,100,0.2
328633,100,0.49
417397,100,0.2
597114,100,0.3
449121,100,0.39
578143,100,0.2
501937,100,0.49
435324,50,0.2
159293,100,0.39
334855,50,0.2
207279,100,0.1
442316,100,0.49
326044,100,0.3
144055,50,0.2
96172,100,0.39
366699,100,0.39
479034,100,0.3
560561,100,0.39
607144,50,0.49
387990,100,0.3
273339,100,0.39
327521,400,1.72
666848,10,0.05
113960,100,0.49
208658,50,0.2
432776,100,0.49
428158,5,0.03
126539,50,0.39
690393,50,0.15
667673,100,0.39
236928,50,0.2
339122,10,0.05
594621,100,0.3
627561,100,0.25
189572,100,0.3
571646,100,0.49
221360,100,0.59
501744,100,0.3
378521,100,0.59
327256,50,0.2
285412,50,0.2
119178,100,0.49
576855,50,0.2
639263,100,0.3
150388,100,0.39
373284,50,0.39
502443,10,0.05
189717,100,0.49
357807,100,0.2
429034,400,1.72
259538,10,0.05
509139,100,0.3
232828,100,0.39
222622,100,0.3
495729,5,0.03
509633,100,0.3
532819,100,0.3
179583,50,0.2
123196,100,0.39
366249,100,0.3
343411,10,0.05
654190,100,0.49
92428,50,0.39
638704,100,0.39
238598,100,0.3
185761,50,0.2
272586,100,0.39
90034,50,0.3
456858,400,1.72
196734,100,0.1
592112,100,0.64
426199,50,0.59
252351,400,1.72
369100,50,0.39
623042,100,0.3
593462,50,0.2
279908,50,0.2
589324,100,0.3
605220,5,0.03
234166,50,0.2
528952,50,0.3
422029,100,0.3
452623,50,0.2
439402,100,0.49
210298,100,0.3
136517,100,0.39
355060,50,0.39
112110,50,0.59
173079,50,0.2
363724,50,0.59
452602,50,0.39
352927,100,0.3
629802,200,1.72
359834,50,0.2
450961,50,0.39
237557,100,0.1
357610,50,0.39
433302,10,0.05
249623,100,0.39
664563,30,0.05
464636,50,0.39
158176,50,0.39
126285,100,0.3
508176,100,0.39
354303,100,0.49
353384,100,0.49
505683,400,1.72
529504,100,0.2
467912,100,0.39
419461,100,0.2
231529,5,0.03
635003,100,0.96
595871,100,0.3
660591,100,0.3
211247,100,0.3
289208,50,0.2
498923,100,0.3
662745,100,0.3
119919,100,0.3
125557,100,0.59
627896,100,0.3
456532,50,0.2
117176,100,0.3
377311,50,0.39
584350,50,0.2
232336,50,0.3
243579,100,0.1
589042,50,0.49
195973,100,0.3
178211,100,0.3
407782,100,0.49
367074,100,0.39
675150,50,0.15
677235,100,0.3
272529,100,0.2
623175,400,1.72
645640,50,0.39
487986,50,0.2
482319,30,0.05
357667,100,0.2
162920,100,0.3
245929,50,0.2
99324,100,0.2
359307,100,0.2
473106,50,0.2
569074,100,0.3
526105,100,0.1
631613,100,0.2
437292,100,0.3
123289,100,0.59
252483,100,0.3
625149,50,0.39
414196,100,0.39
88891,100,0.59
151511,100,0.25
389818,100,0.59
547953,400,1.72
424878,50,0.3
